Hotel_Name,Negative_Review,Positive_Review,Tags,positive_tokenized,negative_tokenized,positive_filtered,negative_filtered,positive_noun,negative_noun
K K Hotel George, two years in a row we checked in for 10 days on booking we were asked about early arrival and we noted we would arrive before the 3pm check in time no effort was made to shorten or minimize hours of waiting time to get our room last year our friends from the midlands arrived for a 1 night stay while we were there and at 9am sharp their room was ready and they got in let me see ten days and thousands of pound versus one night who do you take care of , location location location and breakfast ,"[' leisure trip ', ' couple ', ' classic twin room ', ' stayed 10 nights ']","['location', 'location', 'location', 'and', 'breakfast']","['two', 'years', 'in', 'a', 'row', 'we', 'checked', 'in', 'for', '10', 'days', 'on', 'booking', 'we', 'were', 'asked', 'about', 'early', 'arrival', 'and', 'we', 'noted', 'we', 'would', 'arrive', 'before', 'the', '3pm', 'check', 'in', 'time', 'no', 'effort', 'was', 'made', 'to', 'shorten', 'or', 'minimize', 'hours', 'of', 'waiting', 'time', 'to', 'get', 'our', 'room', 'last', 'year', 'our', 'friends', 'from', 'the', 'midlands', 'arrived', 'for', 'a', '1', 'night', 'stay', 'while', 'we', 'were', 'there', 'and', 'at', '9am', 'sharp', 'their', 'room', 'was', 'ready', 'and', 'they', 'got', 'in', 'let', 'me', 'see', 'ten', 'days', 'and', 'thousands', 'of', 'pound', 'versus', 'one', 'night', 'who', 'do', 'you', 'take', 'care', 'of']","['location', 'location', 'location', 'breakfast']","['two', 'years', 'row', 'checked', '10', 'days', 'booking', 'asked', 'early', 'arrival', 'noted', 'would', 'arrive', '3pm', 'check', 'time', 'effort', 'made', 'shorten', 'minimize', 'hours', 'waiting', 'time', 'get', 'room', 'last', 'year', 'friends', 'midlands', 'arrived', '1', 'night', 'stay', '9am', 'sharp', 'room', 'ready', 'got', 'let', 'see', 'ten', 'days', 'thousands', 'pound', 'versus', 'one', 'night', 'take', 'care']","['location', 'breakfast']","['pound', 'check', 'effort', 'years', 'days', 'stay', 'thousands', 'year', 'care', 'hours', 'friends', 'arrival', 'room', 'night', 'get', 'time']"
K K Hotel George, saw into the cleaner maids cupboard due to a door not fully shut during hours when servicing of rooms was not happening, wonderful bed impeccably clean room staff are very helpful and polite,"[' leisure trip ', ' couple ', ' classic twin room ', ' stayed 2 nights ']","['wonderful', 'bed', 'impeccably', 'clean', 'room', 'staff', 'are', 'very', 'helpful', 'and', 'polite']","['saw', 'into', 'the', 'cleaner', 'maids', 'cupboard', 'due', 'to', 'a', 'door', 'not', 'fully', 'shut', 'during', 'hours', 'when', 'servicing', 'of', 'rooms', 'was', 'not', 'happening']","['wonderful', 'bed', 'impeccably', 'clean', 'room', 'staff', 'helpful', 'polite']","['saw', 'cleaner', 'maids', 'cupboard', 'due', 'door', 'fully', 'shut', 'hours', 'servicing', 'rooms', 'happening']","['polite', 'staff', 'room', 'bed']","['maids', 'saw', 'hours', 'cupboard', 'door', 'rooms']"
K K Hotel George, the air condition did not work for cooling down the room we were told to shut it off and open the windows which brought all sounds from streets in from police etc our room on the 5th floor was small and the bathroom was very small about 3 m2 , comfortable beds quality breakfast nice and helpful staff short walk to the tube,"[' leisure trip ', ' family with young children ', ' classic twin room ', ' stayed 3 nights ']","['comfortable', 'beds', 'quality', 'breakfast', 'nice', 'and', 'helpful', 'staff', 'short', 'walk', 'to', 'the', 'tube']","['the', 'air', 'condition', 'did', 'not', 'work', 'for', 'cooling', 'down', 'the', 'room', 'we', 'were', 'told', 'to', 'shut', 'it', 'off', 'and', 'open', 'the', 'windows', 'which', 'brought', 'all', 'sounds', 'from', 'streets', 'in', 'from', 'police', 'etc', 'our', 'room', 'on', 'the', '5th', 'floor', 'was', 'small', 'and', 'the', 'bathroom', 'was', 'very', 'small', 'about', '3', 'm2']","['comfortable', 'beds', 'quality', 'breakfast', 'nice', 'helpful', 'staff', 'short', 'walk', 'tube']","['air', 'condition', 'work', 'cooling', 'room', 'told', 'shut', 'open', 'windows', 'brought', 'sounds', 'streets', 'police', 'etc', 'room', '5th', 'floor', 'small', 'bathroom', 'small', '3', 'm2']","['quality', 'tube', 'breakfast', 'staff', 'walk', 'beds']","['streets', 'bathroom', 'air', 'cooling', 'work', 'm2', 'condition', 'room', 'sounds', 'floor', 'windows']"
K K Hotel George, the bathroom is too small and the break fast lacks variety for one staying more than four days i stayed for 6 nights the cleaners don t replenish toiletry supplies facial tissues ran out from my rom and they didn t refinish them they also don t replace bed covers if you don t ask them, the location the room was a little bigger for the usual london hotel room the staff are generally very friendly from the front desk to the kitchen huge asset for the hotel they provide umbrellas when it rains and of course the wifi fantastic i enjoyed my stay overall,"[' business trip ', ' solo traveler ', ' classic double room ', ' stayed 6 nights ', ' submitted from a mobile device ']","['the', 'location', 'the', 'room', 'was', 'a', 'little', 'bigger', 'for', 'the', 'usual', 'london', 'hotel', 'room', 'the', 'staff', 'are', 'generally', 'very', 'friendly', 'from', 'the', 'front', 'desk', 'to', 'the', 'kitchen', 'huge', 'asset', 'for', 'the', 'hotel', 'they', 'provide', 'umbrellas', 'when', 'it', 'rains', 'and', 'of', 'course', 'the', 'wifi', 'fantastic', 'i', 'enjoyed', 'my', 'stay', 'overall']","['the', 'bathroom', 'is', 'too', 'small', 'and', 'the', 'break', 'fast', 'lacks', 'variety', 'for', 'one', 'staying', 'more', 'than', 'four', 'days', 'i', 'stayed', 'for', '6', 'nights', 'the', 'cleaners', 'don', 't', 'replenish', 'toiletry', 'supplies', 'facial', 'tissues', 'ran', 'out', 'from', 'my', 'rom', 'and', 'they', 'didn', 't', 'refinish', 'them', 'they', 'also', 'don', 't', 'replace', 'bed', 'covers', 'if', 'you', 'don', 't', 'ask', 'them']","['location', 'room', 'little', 'bigger', 'usual', 'london', 'hotel', 'room', 'staff', 'generally', 'friendly', 'front', 'desk', 'kitchen', 'huge', 'asset', 'hotel', 'provide', 'umbrellas', 'rains', 'course', 'wifi', 'fantastic', 'enjoyed', 'stay', 'overall']","['bathroom', 'small', 'break', 'fast', 'lacks', 'variety', 'one', 'staying', 'four', 'days', 'stayed', '6', 'nights', 'cleaners', 'replenish', 'toiletry', 'supplies', 'facial', 'tissues', 'ran', 'rom', 'refinish', 'also', 'replace', 'bed', 'covers', 'ask']","['staff', 'asset', 'room', 'hotel', 'kitchen', 'rains', 'location', 'desk', 'course']","['toiletry', 'rom', 'days', 'bed', 'bathroom', 'cleaners', 'tissues', 'lacks', 'refinish', 'break', 'covers', 'nights', 'supplies']"
K K Hotel George, it was noisy throughout the night because of the central heating boiler being so close to room 116 if it wasn t the boiler it was something else noisy , comfortable bed,"[' leisure trip ', ' couple ', ' classic double room ', ' stayed 1 night ', ' submitted from a mobile device ']","['comfortable', 'bed']","['it', 'was', 'noisy', 'throughout', 'the', 'night', 'because', 'of', 'the', 'central', 'heating', 'boiler', 'being', 'so', 'close', 'to', 'room', '116', 'if', 'it', 'wasn', 't', 'the', 'boiler', 'it', 'was', 'something', 'else', 'noisy']","['comfortable', 'bed']","['noisy', 'throughout', 'night', 'central', 'heating', 'boiler', 'close', 'room', '116', 'boiler', 'something', 'else', 'noisy']",['bed'],"['something', 'boiler', 'night', 'room', 'noisy']"
K K Hotel George, the heating was not working in the room for the first two days, very well kept hotel with a lovely garden staff particularly friendly and professional a very nice room,"[' business trip ', ' solo traveler ', ' executive king room ', ' stayed 6 nights ']","['very', 'well', 'kept', 'hotel', 'with', 'a', 'lovely', 'garden', 'staff', 'particularly', 'friendly', 'and', 'professional', 'a', 'very', 'nice', 'room']","['the', 'heating', 'was', 'not', 'working', 'in', 'the', 'room', 'for', 'the', 'first', 'two', 'days']","['well', 'kept', 'hotel', 'lovely', 'garden', 'staff', 'particularly', 'friendly', 'professional', 'nice', 'room']","['heating', 'working', 'room', 'first', 'two', 'days']","['staff', 'nice', 'hotel', 'room']","['room', 'days']"
K K Hotel George, i think this may be a london thing judging from other reviews but the rooms and corridors are tiny think small and take away another foot in our room the window didn t close properly the heat didn t work and the bath did not empty when you took a shower very dated apart from the tv if like us you intend not to be in your room much the hotel is adequate but would i stay again not if it was free is the answer, the location was good on a quiet street about 200 meters from the earls court tube and buses close to some nice restaurants and pubs for breakfast lunch or dinner,"[' leisure trip ', ' family with young children ', ' 2 rooms ', ' stayed 3 nights ']","['the', 'location', 'was', 'good', 'on', 'a', 'quiet', 'street', 'about', '200', 'meters', 'from', 'the', 'earls', 'court', 'tube', 'and', 'buses', 'close', 'to', 'some', 'nice', 'restaurants', 'and', 'pubs', 'for', 'breakfast', 'lunch', 'or', 'dinner']","['i', 'think', 'this', 'may', 'be', 'a', 'london', 'thing', 'judging', 'from', 'other', 'reviews', 'but', 'the', 'rooms', 'and', 'corridors', 'are', 'tiny', 'think', 'small', 'and', 'take', 'away', 'another', 'foot', 'in', 'our', 'room', 'the', 'window', 'didn', 't', 'close', 'properly', 'the', 'heat', 'didn', 't', 'work', 'and', 'the', 'bath', 'did', 'not', 'empty', 'when', 'you', 'took', 'a', 'shower', 'very', 'dated', 'apart', 'from', 'the', 'tv', 'if', 'like', 'us', 'you', 'intend', 'not', 'to', 'be', 'in', 'your', 'room', 'much', 'the', 'hotel', 'is', 'adequate', 'but', 'would', 'i', 'stay', 'again', 'not', 'if', 'it', 'was', 'free', 'is', 'the', 'answer']","['location', 'good', 'quiet', 'street', '200', 'meters', 'earls', 'court', 'tube', 'buses', 'close', 'nice', 'restaurants', 'pubs', 'breakfast', 'lunch', 'dinner']","['think', 'may', 'london', 'thing', 'judging', 'reviews', 'rooms', 'corridors', 'tiny', 'think', 'small', 'take', 'away', 'another', 'foot', 'room', 'window', 'close', 'properly', 'heat', 'work', 'bath', 'empty', 'took', 'shower', 'dated', 'apart', 'tv', 'like', 'us', 'intend', 'room', 'much', 'hotel', 'adequate', 'would', 'stay', 'free', 'answer']","['tube', 'breakfast', 'lunch', 'meters', 'buses', 'dinner', 'restaurants', 'street', 'court', 'location']","['corridors', 'foot', 'thing', 'reviews', 'shower', 'work', 'window', 'bath', 'heat', 'room', 'hotel', 'adequate', 'answer', 'think', 'tv', 'rooms']"
K K Hotel George, noise from other rooms eg talking late at night airless corridors smelled a bit institutional, very comfortable beds well lit room bathroom compact but worked well the staff were all polite and helpful good gardens and quiet location,"[' leisure trip ', ' couple ', ' classic double room ', ' stayed 2 nights ']","['very', 'comfortable', 'beds', 'well', 'lit', 'room', 'bathroom', 'compact', 'but', 'worked', 'well', 'the', 'staff', 'were', 'all', 'polite', 'and', 'helpful', 'good', 'gardens', 'and', 'quiet', 'location']","['noise', 'from', 'other', 'rooms', 'eg', 'talking', 'late', 'at', 'night', 'airless', 'corridors', 'smelled', 'a', 'bit', 'institutional']","['comfortable', 'beds', 'well', 'lit', 'room', 'bathroom', 'compact', 'worked', 'well', 'staff', 'polite', 'helpful', 'good', 'gardens', 'quiet', 'location']","['noise', 'rooms', 'eg', 'talking', 'late', 'night', 'airless', 'corridors', 'smelled', 'bit', 'institutional']","['staff', 'bathroom', 'gardens', 'room', 'beds', 'location', 'compact']","['corridors', 'noise', 'airless', 'night', 'bit', 'rooms']"
K K Hotel George, the room facing the street sometimes there s some noise from people chat but it became silence after midnight , the staff are friendly and kindly to help our room is not in the basement and it s clean especially the bathroom which we care most briefly it s a good hotel in this price we ll choose to stay again next time ,"[' leisure trip ', ' group ', ' classic triple room ', ' stayed 3 nights ']","['the', 'staff', 'are', 'friendly', 'and', 'kindly', 'to', 'help', 'our', 'room', 'is', 'not', 'in', 'the', 'basement', 'and', 'it', 's', 'clean', 'especially', 'the', 'bathroom', 'which', 'we', 'care', 'most', 'briefly', 'it', 's', 'a', 'good', 'hotel', 'in', 'this', 'price', 'we', 'll', 'choose', 'to', 'stay', 'again', 'next', 'time']","['the', 'room', 'facing', 'the', 'street', 'sometimes', 'there', 's', 'some', 'noise', 'from', 'people', 'chat', 'but', 'it', 'became', 'silence', 'after', 'midnight']","['staff', 'friendly', 'kindly', 'help', 'room', 'basement', 'clean', 'especially', 'bathroom', 'care', 'briefly', 'good', 'hotel', 'price', 'choose', 'stay', 'next', 'time']","['room', 'facing', 'street', 'sometimes', 'noise', 'people', 'chat', 'became', 'silence', 'midnight']","['price', 'basement', 'staff', 'bathroom', 'room', 'briefly', 'hotel', 'care', 'time']","['room', 'street', 'midnight', 'silence', 'people']"
K K Hotel George, i can t think of a thing that needed improved upon all aspects of my stay were excellent , stayed in room 226 comfy bed and pillows quiet room facing lovely garden super clean and neat good size flat screen tv with lots of channels staff wonderfully helpful food in bar restaurant really good and priced on par with other sit down table service restaurants two minute walk from earl s court tube also every convenience a traveler could want located right on earl s court road several bank atms pubs and other eateries laundry dry cleaning services even america fast food if you need your fix mcdonald s burger king kfc and starbucks there s even a retractable clothes line in the shower for those travelers like me who do a bit of sink laundry i always remind my fellow americans who are not used to european hotel rooms that rooms are small compared to us standards but comfort cleanliness and location rank far higher in my opinion than wasted floor space ,"[' leisure trip ', ' solo traveler ', ' classic double room ', ' stayed 7 nights ', ' submitted from a mobile device ']","['stayed', 'in', 'room', '226', 'comfy', 'bed', 'and', 'pillows', 'quiet', 'room', 'facing', 'lovely', 'garden', 'super', 'clean', 'and', 'neat', 'good', 'size', 'flat', 'screen', 'tv', 'with', 'lots', 'of', 'channels', 'staff', 'wonderfully', 'helpful', 'food', 'in', 'bar', 'restaurant', 'really', 'good', 'and', 'priced', 'on', 'par', 'with', 'other', 'sit', 'down', 'table', 'service', 'restaurants', 'two', 'minute', 'walk', 'from', 'earl', 's', 'court', 'tube', 'also', 'every', 'convenience', 'a', 'traveler', 'could', 'want', 'located', 'right', 'on', 'earl', 's', 'court', 'road', 'several', 'bank', 'atms', 'pubs', 'and', 'other', 'eateries', 'laundry', 'dry', 'cleaning', 'services', 'even', 'america', 'fast', 'food', 'if', 'you', 'need', 'your', 'fix', 'mcdonald', 's', 'burger', 'king', 'kfc', 'and', 'starbucks', 'there', 's', 'even', 'a', 'retractable', 'clothes', 'line', 'in', 'the', 'shower', 'for', 'those', 'travelers', 'like', 'me', 'who', 'do', 'a', 'bit', 'of', 'sink', 'laundry', 'i', 'always', 'remind', 'my', 'fellow', 'americans', 'who', 'are', 'not', 'used', 'to', 'european', 'hotel', 'rooms', 'that', 'rooms', 'are', 'small', 'compared', 'to', 'us', 'standards', 'but', 'comfort', 'cleanliness', 'and', 'location', 'rank', 'far', 'higher', 'in', 'my', 'opinion', 'than', 'wasted', 'floor', 'space']","['i', 'can', 't', 'think', 'of', 'a', 'thing', 'that', 'needed', 'improved', 'upon', 'all', 'aspects', 'of', 'my', 'stay', 'were', 'excellent']","['stayed', 'room', '226', 'comfy', 'bed', 'pillows', 'quiet', 'room', 'facing', 'lovely', 'garden', 'super', 'clean', 'neat', 'good', 'size', 'flat', 'screen', 'tv', 'lots', 'channels', 'staff', 'wonderfully', 'helpful', 'food', 'bar', 'restaurant', 'really', 'good', 'priced', 'par', 'sit', 'table', 'service', 'restaurants', 'two', 'minute', 'walk', 'earl', 'court', 'tube', 'also', 'every', 'convenience', 'traveler', 'could', 'want', 'located', 'right', 'earl', 'court', 'road', 'several', 'bank', 'atms', 'pubs', 'eateries', 'laundry', 'dry', 'cleaning', 'services', 'even', 'america', 'fast', 'food', 'need', 'fix', 'mcdonald', 'burger', 'king', 'kfc', 'starbucks', 'even', 'retractable', 'clothes', 'line', 'shower', 'travelers', 'like', 'bit', 'sink', 'laundry', 'always', 'remind', 'fellow', 'americans', 'used', 'european', 'hotel', 'rooms', 'rooms', 'small', 'compared', 'us', 'standards', 'comfort', 'cleanliness', 'location', 'rank', 'far', 'higher', 'opinion', 'wasted', 'floor', 'space']","['think', 'thing', 'needed', 'improved', 'upon', 'aspects', 'stay', 'excellent']","['opinion', 'neat', 'fix', 'laundry', 'bed', 'service', 'court', 'services', 'location', 'standards', 'eateries', 'rank', 'burger', 'garden', 'restaurants', 'minute', 'floor', 'space', 'size', 'tv', 'convenience', 'cleaning', 'need', 'line', 'travelers', 'comfort', 'atms', 'channels', 'road', 'room', 'hotel', 'clothes', 'bit', 'kfc', 'food', 'cleanliness', 'tube', 'comfy', 'staff', 'restaurant', 'traveler', 'americans', 'starbucks', 'lots', 'bank', 'bar', 'sit', 'rooms']","['thing', 'aspects']"
